question_id,domain_id,workflow_id,step_id,question_text,question_type,question_intent,score_1_guidance,score_3_guidance,score_5_guidance,primary_driver,secondary_driver,linked_metric,issue_type,recommendation_id,action_id,owner_role,automation_flag,ai_flag,roadmap_phase,priority_weight,audit_scoring_focus,evidence_examples,customer_impact_if_weak,severity_band_logic,workflow_name,workflow_objective,domain_name,recommendation_title,recommendation_text,expected_outcome,action_title,action_text,action_deliverable,success_measure,indicative_timeline,transformation_id,transformation_type,transformation_title,transformation_text
Q-D03-03-03,D03,WF-D03-03,ST-D03-03-03,"Is proposal and quoting controlled through defined KPIs, timely exception visibility, and management review so issues are identified early and corrected before they materially affect qualified lead-to-win conversion leakage?",control,visibility_control,"The business has weak visibility over proposal and quoting. KPIs such as quote turnaround time, proposal acceptance rate, and quote rework rate are absent, unreliable, or reviewed too late, so issues are usually discovered after they have already affected performance, customers, or revenue.","Basic reporting exists for proposal and quoting, but KPI definitions, data quality, review cadence, or action follow-through are not yet strong enough to provide full control. Some issues are surfaced in time, but others still remain hidden or unresolved for too long.","Proposal and Quoting is actively controlled through trusted KPIs such as quote turnaround time, proposal acceptance rate, and quote rework rate, regular review, clear thresholds, and owned corrective actions. Exceptions are visible early and leaders can intervene before the issue becomes material.",Proposal Acceptance,Quote Accuracy,Qualified Lead-to-Win Conversion Leakage,weak_workflow_visibility_and_control,REC-D03-03-03,ACT-D03-03-03,Sales Leadership,Yes,Yes,Phase 2,High,"Look for trusted KPI visibility over proposal and quoting, including metric definitions, review cadence, escalation, and closure of corrective actions.","quote template, proposal checklist, and approval log","If weak, leaders cannot see performance issues in proposal and quoting early enough to protect qualified lead-to-win conversion leakage.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed,Proposal and Quoting,"proposals and quotes are accurate, timely, competitive, and aligned to approved scope",Sales Execution,Introduce KPI control for Proposal and Quoting,"Establish a management-control layer for proposal and quoting with clear KPI definitions, trusted data, thresholds, exception ownership, and structured review so issues can be identified early and corrected before they materially affect qualified lead-to-win conversion leakage.",Earlier visibility into issues within proposal and quoting and faster corrective action through KPI-based management.,Build KPI and exception control for Proposal and Quoting,"Define the small set of KPIs, service thresholds, and exception categories required to manage proposal and quoting well. Establish KPI definitions, data ownership, review cadence, escalation rules, and corrective-action tracking so management can act quickly when performance slips or risk accumulates.","A KPI control pack for proposal and quoting covering quote turnaround time, proposal acceptance rate, and quote rework rate, thresholds, owners, and escalation rules.",Management can review trusted KPIs for proposal and quoting regularly and close corrective actions against exceptions.,"2-6 weeks to define KPIs, build visibility, and embed review cadence",TRN-D03-03-03,AI/Automation,"Control, alerting, and intelligence for Proposal and Quoting","Use dashboards, alerts, and selective intelligence to improve control over proposal and quoting. Typical opportunities include CPQ flows, template population, and approval routing, with higher-value intelligence layers such as proposal draft support and competitive language suggestions once underlying data is reliable."
Q-D03-04-01,D03,WF-D03-04,ST-D03-04-01,"Is pricing and discount approval designed as a clear end-to-end operating process—with documented scope, trigger points, required inputs, decision rights, systems, and ownership—so that non-standard pricing is reviewed quickly while protecting margin and governance?",process,definition,"There is no single agreed operating design for pricing and discount approval. Key elements such as approval thresholds, exception logic, review rights, and evidential support for decisions are unclear, poorly documented, or owned informally, and evidence such as discount authority matrix, deal desk process, and margin threshold rules is missing, outdated, or not used in practice.","A baseline design exists for pricing and discount approval, but it is not yet complete or consistently adopted. Some ownership, documentation, or handoff rules are defined, but teams still rely on local workarounds or individual interpretation in important areas.","Pricing and Discount Approval is defined as a controlled end-to-end process. Scope, triggers, entry and exit criteria, ownership, decision rights, system steps, and handoffs are documented, current, and used consistently by the teams involved.",Pricing Discipline,Discount Approval Discipline,Pricing / Discount Leakage,unclear_workflow_definition,REC-D03-04-01,ACT-D03-04-01,Sales Leadership,No,No,Phase 2,High,"Look for documented standards, ownership, decision rights, entry/exit criteria, required systems, and handoff rules for pricing and discount approval.","discount authority matrix, deal desk process, and margin threshold rules","If weak, pricing and discount approval becomes dependent on tribal knowledge and makes it harder to scale with strong conversion discipline, margin protection, and sales cycle control.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed,Pricing and Discount Approval,non-standard pricing is reviewed quickly while protecting margin and governance,Sales Execution,Design and standardize Pricing and Discount Approval,"Redesign pricing and discount approval as a controlled operating process. Define the scope, trigger points, required inputs, roles, decision rights, system touchpoints, handoff rules, and evidence standards so that non-standard pricing is reviewed quickly while protecting margin and governance rather than depending on informal practice.",A documented and owned standard for pricing and discount approval that teams can follow consistently.,Define the operating standard for Pricing and Discount Approval,"Map the current state of pricing and discount approval, identify where ownership or decision rights are unclear, and design the future-state standard. Document scope, triggers, required data, roles, system steps, approvals, handoffs, and evidence such as discount authority matrix, deal desk process, and margin threshold rules. Publish the standard, train the relevant teams, and assign a named owner for ongoing governance.",an approval framework that balances speed with commercial control,The team can point to a current standard for pricing and discount approval and apply it consistently without ambiguity.,"2-4 weeks to design and align, depending on complexity",TRN-D03-04-01,Process,Process blueprint for Pricing and Discount Approval,"Before automation is layered on, create a stable process blueprint for pricing and discount approval with clear ownership, inputs, outputs, control points, and evidence requirements. This becomes the reference model for training, governance, and future system design."
Q-D03-04-02,D03,WF-D03-04,ST-D03-04-02,"Does pricing and discount approval run consistently in practice, meeting expected turnaround, quality, and handoff standards so that non-standard pricing is reviewed fast without bypassing policy without avoidable delay, rework, or dependence on individual heroics?",quality,execution,"Pricing and Discount Approval is executed inconsistently and is regularly affected by slow approvals, policy workarounds, excessive discounting, and weak margin control. Work is often delayed, reworked, or completed through manual chasing, with limited confidence in turnaround, quality, or downstream readiness.","Pricing and Discount Approval usually happens, but performance is still uneven. The team can complete routine work, yet exceptions, delays, quality misses, or inconsistent adherence to standards still create friction often enough to affect business performance.","Pricing and Discount Approval runs predictably and at the expected quality level. Turnaround, handoffs, and exception handling are controlled, and teams rarely need to rely on ad hoc workarounds to complete the workflow successfully.",Pricing Discipline,Discount Approval Discipline,Pricing / Discount Leakage,inconsistent_workflow_execution,REC-D03-04-02,ACT-D03-04-02,Sales Leadership,Yes,No,Phase 1,High,"Look for evidence of real operating discipline in pricing and discount approval, including turnaround, quality, rework, SLA adherence, and exception handling.","discount authority matrix, deal desk process, and margin threshold rules","If weak, day-to-day performance in pricing and discount approval creates avoidable delay, rework, and customer or commercial friction.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed,Pricing and Discount Approval,non-standard pricing is reviewed quickly while protecting margin and governance,Sales Execution,Stabilize execution of Pricing and Discount Approval,"Stabilize day-to-day execution of pricing and discount approval by removing avoidable manual failure points, clarifying turnaround and quality standards, and coaching teams on consistent adoption so the workflow can operate with less delay, rework, and commercial risk.","More predictable execution of pricing and discount approval with lower delay, less rework, and cleaner downstream handoffs.",Remove execution friction in Pricing and Discount Approval,"Diagnose where pricing and discount approval breaks down in live operation by reviewing delays, rework, exception volumes, and handoff failures. Remove unnecessary manual steps, clarify turnaround and quality expectations, strengthen adherence to the agreed standard, and create a short-cycle review to resolve recurring blockers until performance stabilises.","A stabilisation plan for pricing and discount approval covering the top delay, rework, and quality failure points.","Turnaround, rework, and exception rates improve materially in pricing and discount approval over the next review cycles.",4-8 weeks to stabilise and embed,TRN-D03-04-02,Automation,Workflow automation for Pricing and Discount Approval,"Use workflow automation to reduce delay-prone manual steps in pricing and discount approval, especially where approvals, handoffs, reminders, validation, or task routing can be system-driven. Typical opportunities include deal desk workflows and rule-based approvals."
Q-D03-04-03,D03,WF-D03-04,ST-D03-04-03,"Is pricing and discount approval controlled through defined KPIs, timely exception visibility, and management review so issues are identified early and corrected before they materially affect pricing / discount leakage?",control,visibility_control,"The business has weak visibility over pricing and discount approval. KPIs such as approval turnaround, average discount, and margin at approval are absent, unreliable, or reviewed too late, so issues are usually discovered after they have already affected performance, customers, or revenue.","Basic reporting exists for pricing and discount approval, but KPI definitions, data quality, review cadence, or action follow-through are not yet strong enough to provide full control. Some issues are surfaced in time, but others still remain hidden or unresolved for too long.","Pricing and Discount Approval is actively controlled through trusted KPIs such as approval turnaround, average discount, and margin at approval, regular review, clear thresholds, and owned corrective actions. Exceptions are visible early and leaders can intervene before the issue becomes material.",Pricing Discipline,Discount Approval Discipline,Pricing / Discount Leakage,weak_workflow_visibility_and_control,REC-D03-04-03,ACT-D03-04-03,Sales Leadership,Yes,Yes,Phase 2,High,"Look for trusted KPI visibility over pricing and discount approval, including metric definitions, review cadence, escalation, and closure of corrective actions.","discount authority matrix, deal desk process, and margin threshold rules","If weak, leaders cannot see performance issues in pricing and discount approval early enough to protect pricing / discount leakage.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed,Pricing and Discount Approval,non-standard pricing is reviewed quickly while protecting margin and governance,Sales Execution,Introduce KPI control for Pricing and Discount Approval,"Establish a management-control layer for pricing and discount approval with clear KPI definitions, trusted data, thresholds, exception ownership, and structured review so issues can be identified early and corrected before they materially affect pricing / discount leakage.",Earlier visibility into issues within pricing and discount approval and faster corrective action through KPI-based management.,Build KPI and exception control for Pricing and Discount Approval,"Define the small set of KPIs, service thresholds, and exception categories required to manage pricing and discount approval well. Establish KPI definitions, data ownership, review cadence, escalation rules, and corrective-action tracking so management can act quickly when performance slips or risk accumulates.","A KPI control pack for pricing and discount approval covering approval turnaround, average discount, and margin at approval, thresholds, owners, and escalation rules.",Management can review trusted KPIs for pricing and discount approval regularly and close corrective actions against exceptions.,"2-6 weeks to define KPIs, build visibility, and embed review cadence",TRN-D03-04-03,AI/Automation,"Control, alerting, and intelligence for Pricing and Discount Approval","Use dashboards, alerts, and selective intelligence to improve control over pricing and discount approval. Typical opportunities include deal desk workflows and rule-based approvals, with higher-value intelligence layers such as recommended escalation and pricing guardrails once underlying data is reliable."
Q-D03-05-01,D03,WF-D03-05,ST-D03-05-01,"Is stakeholder access designed as a clear end-to-end operating process—with documented scope, trigger points, required inputs, decision rights, systems, and ownership—so that sales engages the right economic, technical, and user stakeholders early enough to reduce deal risk?",process,definition,"There is no single agreed operating design for stakeholder access. Key elements such as stakeholder mapping, engagement rules, and criteria for multi-threading deals are unclear, poorly documented, or owned informally, and evidence such as account map, stakeholder plan, and deal notes is missing, outdated, or not used in practice.","A baseline design exists for stakeholder access, but it is not yet complete or consistently adopted. Some ownership, documentation, or handoff rules are defined, but teams still rely on local workarounds or individual interpretation in important areas.","Stakeholder Access is defined as a controlled end-to-end process. Scope, triggers, entry and exit criteria, ownership, decision rights, system steps, and handoffs are documented, current, and used consistently by the teams involved.",Decision-Maker Access,Competitive Loss Rate,Qualified Lead-to-Win Conversion Leakage,unclear_workflow_definition,REC-D03-05-01,ACT-D03-05-01,Sales Leadership,No,No,Phase 2,High,"Look for documented standards, ownership, decision rights, entry/exit criteria, required systems, and handoff rules for stakeholder access.","account map, stakeholder plan, and deal notes","If weak, stakeholder access becomes dependent on tribal knowledge and makes it harder to scale with strong conversion discipline, margin protection, and sales cycle control.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed,Stakeholder Access,"sales engages the right economic, technical, and user stakeholders early enough to reduce deal risk",Sales Execution,Design and standardize Stakeholder Access,"Redesign stakeholder access as a controlled operating process. Define the scope, trigger points, required inputs, roles, decision rights, system touchpoints, handoff rules, and evidence standards so that sales engages the right economic, technical, and user stakeholders early enough to reduce deal risk rather than depending on informal practice.",A documented and owned standard for stakeholder access that teams can follow consistently.,Define the operating standard for Stakeholder Access,"Map the current state of stakeholder access, identify where ownership or decision rights are unclear, and design the future-state standard. Document scope, triggers, required data, roles, system steps, approvals, handoffs, and evidence such as account map, stakeholder plan, and deal notes. Publish the standard, train the relevant teams, and assign a named owner for ongoing governance.",a stakeholder engagement standard linked to stage progression,The team can point to a current standard for stakeholder access and apply it consistently without ambiguity.,"2-4 weeks to design and align, depending on complexity",TRN-D03-05-01,Process,Process blueprint for Stakeholder Access,"Before automation is layered on, create a stable process blueprint for stakeholder access with clear ownership, inputs, outputs, control points, and evidence requirements. This becomes the reference model for training, governance, and future system design."
Q-D03-05-02,D03,WF-D03-05,ST-D03-05-02,"Does stakeholder access run consistently in practice, meeting expected turnaround, quality, and handoff standards so that teams access economic, technical, and user stakeholders early enough to reduce deal risk without avoidable delay, rework, or dependence on individual heroics?",quality,execution,"Stakeholder Access is executed inconsistently and is regularly affected by single-threaded deals, late objections, and weak influence at decision time. Work is often delayed, reworked, or completed through manual chasing, with limited confidence in turnaround, quality, or downstream readiness.","Stakeholder Access usually happens, but performance is still uneven. The team can complete routine work, yet exceptions, delays, quality misses, or inconsistent adherence to standards still create friction often enough to affect business performance.","Stakeholder Access runs predictably and at the expected quality level. Turnaround, handoffs, and exception handling are controlled, and teams rarely need to rely on ad hoc workarounds to complete the workflow successfully.",Decision-Maker Access,Competitive Loss Rate,Qualified Lead-to-Win Conversion Leakage,inconsistent_workflow_execution,REC-D03-05-02,ACT-D03-05-02,Sales Leadership,Yes,No,Phase 1,High,"Look for evidence of real operating discipline in stakeholder access, including turnaround, quality, rework, SLA adherence, and exception handling.","account map, stakeholder plan, and deal notes","If weak, day-to-day performance in stakeholder access creates avoidable delay, rework, and customer or commercial friction.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed,Stakeholder Access,"sales engages the right economic, technical, and user stakeholders early enough to reduce deal risk",Sales Execution,Stabilize execution of Stakeholder Access,"Stabilize day-to-day execution of stakeholder access by removing avoidable manual failure points, clarifying turnaround and quality standards, and coaching teams on consistent adoption so the workflow can operate with less delay, rework, and commercial risk.","More predictable execution of stakeholder access with lower delay, less rework, and cleaner downstream handoffs.",Remove execution friction in Stakeholder Access,"Diagnose where stakeholder access breaks down in live operation by reviewing delays, rework, exception volumes, and handoff failures. Remove unnecessary manual steps, clarify turnaround and quality expectations, strengthen adherence to the agreed standard, and create a short-cycle review to resolve recurring blockers until performance stabilises.","A stabilisation plan for stakeholder access covering the top delay, rework, and quality failure points.","Turnaround, rework, and exception rates improve materially in stakeholder access over the next review cycles.",4-8 weeks to stabilise and embed,TRN-D03-05-02,Automation,Workflow automation for Stakeholder Access,"Use workflow automation to reduce delay-prone manual steps in stakeholder access, especially where approvals, handoffs, reminders, validation, or task routing can be system-driven. Typical opportunities include stakeholder-task prompts and missing-role flags."
Q-D03-05-03,D03,WF-D03-05,ST-D03-05-03,"Is stakeholder access controlled through defined KPIs, timely exception visibility, and management review so issues are identified early and corrected before they materially affect qualified lead-to-win conversion leakage?",control,visibility_control,"The business has weak visibility over stakeholder access. KPIs such as multi-threaded deal rate, win rate with decision-maker access, and late-stage loss reasons are absent, unreliable, or reviewed too late, so issues are usually discovered after they have already affected performance, customers, or revenue.","Basic reporting exists for stakeholder access, but KPI definitions, data quality, review cadence, or action follow-through are not yet strong enough to provide full control. Some issues are surfaced in time, but others still remain hidden or unresolved for too long.","Stakeholder Access is actively controlled through trusted KPIs such as multi-threaded deal rate, win rate with decision-maker access, and late-stage loss reasons, regular review, clear thresholds, and owned corrective actions. Exceptions are visible early and leaders can intervene before the issue becomes material.",Decision-Maker Access,Competitive Loss Rate,Qualified Lead-to-Win Conversion Leakage,weak_workflow_visibility_and_control,REC-D03-05-03,ACT-D03-05-03,Sales Leadership,Yes,Yes,Phase 2,High,"Look for trusted KPI visibility over stakeholder access, including metric definitions, review cadence, escalation, and closure of corrective actions.","account map, stakeholder plan, and deal notes","If weak, leaders cannot see performance issues in stakeholder access early enough to protect qualified lead-to-win conversion leakage.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed,Stakeholder Access,"sales engages the right economic, technical, and user stakeholders early enough to reduce deal risk",Sales Execution,Introduce KPI control for Stakeholder Access,"Establish a management-control layer for stakeholder access with clear KPI definitions, trusted data, thresholds, exception ownership, and structured review so issues can be identified early and corrected before they materially affect qualified lead-to-win conversion leakage.",Earlier visibility into issues within stakeholder access and faster corrective action through KPI-based management.,Build KPI and exception control for Stakeholder Access,"Define the small set of KPIs, service thresholds, and exception categories required to manage stakeholder access well. Establish KPI definitions, data ownership, review cadence, escalation rules, and corrective-action tracking so management can act quickly when performance slips or risk accumulates.","A KPI control pack for stakeholder access covering multi-threaded deal rate, win rate with decision-maker access, and late-stage loss reasons, thresholds, owners, and escalation rules.",Management can review trusted KPIs for stakeholder access regularly and close corrective actions against exceptions.,"2-6 weeks to define KPIs, build visibility, and embed review cadence",TRN-D03-05-03,AI/Automation,"Control, alerting, and intelligence for Stakeholder Access","Use dashboards, alerts, and selective intelligence to improve control over stakeholder access. Typical opportunities include stakeholder-task prompts and missing-role flags, with higher-value intelligence layers such as stakeholder gap detection from CRM notes once underlying data is reliable."
Q-D03-06-01,D03,WF-D03-06,ST-D03-06-01,"Is follow-up management designed as a clear end-to-end operating process—with documented scope, trigger points, required inputs, decision rights, systems, and ownership—so that buyers receive timely next steps, updates, and agreed actions throughout the cycle?",process,definition,"There is no single agreed operating design for follow-up management. Key elements such as sales stage criteria, required evidence, approval rules, and next-step standards are unclear, poorly documented, or owned informally, and evidence such as pipeline stages, deal review template, and next-step discipline rules is missing, outdated, or not used in practice.","A baseline design exists for follow-up management, but it is not yet complete or consistently adopted. Some ownership, documentation, or handoff rules are defined, but teams still rely on local workarounds or individual interpretation in important areas.","Follow-Up Management is defined as a controlled end-to-end process. Scope, triggers, entry and exit criteria, ownership, decision rights, system steps, and handoffs are documented, current, and used consistently by the teams involved.",Sales Follow-Up Quality,Response Speed,Qualified Lead-to-Win Conversion Leakage,unclear_workflow_definition,REC-D03-06-01,ACT-D03-06-01,Sales Leadership,No,No,Phase 2,High,"Look for documented standards, ownership, decision rights, entry/exit criteria, required systems, and handoff rules for follow-up management.","pipeline stages, deal review template, and next-step discipline rules","If weak, follow-up management becomes dependent on tribal knowledge and makes it harder to scale with strong conversion discipline, margin protection, and sales cycle control.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed,Follow-Up Management,"buyers receive timely next steps, updates, and agreed actions throughout the cycle",Sales Execution,Design and standardize Follow-Up Management,"Redesign follow-up management as a controlled operating process. Define the scope, trigger points, required inputs, roles, decision rights, system touchpoints, handoff rules, and evidence standards so that buyers receive timely next steps, updates, and agreed actions throughout the cycle rather than depending on informal practice.",A documented and owned standard for follow-up management that teams can follow consistently.,Define the operating standard for Follow-Up Management,"Map the current state of follow-up management, identify where ownership or decision rights are unclear, and design the future-state standard. Document scope, triggers, required data, roles, system steps, approvals, handoffs, and evidence such as pipeline stages, deal review template, and next-step discipline rules. Publish the standard, train the relevant teams, and assign a named owner for ongoing governance.",a pipeline management standard with evidence-based progression rules,The team can point to a current standard for follow-up management and apply it consistently without ambiguity.,"2-4 weeks to design and align, depending on complexity",TRN-D03-06-01,Process,Process blueprint for Follow-Up Management,"Before automation is layered on, create a stable process blueprint for follow-up management with clear ownership, inputs, outputs, control points, and evidence requirements. This becomes the reference model for training, governance, and future system design."
Q-D03-06-02,D03,WF-D03-06,ST-D03-06-02,"Does follow-up management run consistently in practice, meeting expected turnaround, quality, and handoff standards so that opportunities progress based on evidence and disciplined follow-up rather than optimism without avoidable delay, rework, or dependence on individual heroics?",quality,execution,"Follow-Up Management is executed inconsistently and is regularly affected by stalled deals, weak qualification, inaccurate forecasting, and inconsistent seller behaviour. Work is often delayed, reworked, or completed through manual chasing, with limited confidence in turnaround, quality, or downstream readiness.","Follow-Up Management usually happens, but performance is still uneven. The team can complete routine work, yet exceptions, delays, quality misses, or inconsistent adherence to standards still create friction often enough to affect business performance.","Follow-Up Management runs predictably and at the expected quality level. Turnaround, handoffs, and exception handling are controlled, and teams rarely need to rely on ad hoc workarounds to complete the workflow successfully.",Sales Follow-Up Quality,Response Speed,Qualified Lead-to-Win Conversion Leakage,inconsistent_workflow_execution,REC-D03-06-02,ACT-D03-06-02,Sales Leadership,Yes,No,Phase 1,High,"Look for evidence of real operating discipline in follow-up management, including turnaround, quality, rework, SLA adherence, and exception handling.","pipeline stages, deal review template, and next-step discipline rules","If weak, day-to-day performance in follow-up management creates avoidable delay, rework, and customer or commercial friction.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed,Follow-Up Management,"buyers receive timely next steps, updates, and agreed actions throughout the cycle",Sales Execution,Stabilize execution of Follow-Up Management,"Stabilize day-to-day execution of follow-up management by removing avoidable manual failure points, clarifying turnaround and quality standards, and coaching teams on consistent adoption so the workflow can operate with less delay, rework, and commercial risk.","More predictable execution of follow-up management with lower delay, less rework, and cleaner downstream handoffs.",Remove execution friction in Follow-Up Management,"Diagnose where follow-up management breaks down in live operation by reviewing delays, rework, exception volumes, and handoff failures. Remove unnecessary manual steps, clarify turnaround and quality expectations, strengthen adherence to the agreed standard, and create a short-cycle review to resolve recurring blockers until performance stabilises.","A stabilisation plan for follow-up management covering the top delay, rework, and quality failure points.","Turnaround, rework, and exception rates improve materially in follow-up management over the next review cycles.",4-8 weeks to stabilise and embed,TRN-D03-06-02,Automation,Workflow automation for Follow-Up Management,"Use workflow automation to reduce delay-prone manual steps in follow-up management, especially where approvals, handoffs, reminders, validation, or task routing can be system-driven. Typical opportunities include stage aging alerts and task nudges."
Q-D03-06-03,D03,WF-D03-06,ST-D03-06-03,"Is follow-up management controlled through defined KPIs, timely exception visibility, and management review so issues are identified early and corrected before they materially affect qualified lead-to-win conversion leakage?",control,visibility_control,"The business has weak visibility over follow-up management. KPIs such as stage conversion, sales cycle length, and forecast accuracy are absent, unreliable, or reviewed too late, so issues are usually discovered after they have already affected performance, customers, or revenue.","Basic reporting exists for follow-up management, but KPI definitions, data quality, review cadence, or action follow-through are not yet strong enough to provide full control. Some issues are surfaced in time, but others still remain hidden or unresolved for too long.","Follow-Up Management is actively controlled through trusted KPIs such as stage conversion, sales cycle length, and forecast accuracy, regular review, clear thresholds, and owned corrective actions. Exceptions are visible early and leaders can intervene before the issue becomes material.",Sales Follow-Up Quality,Response Speed,Qualified Lead-to-Win Conversion Leakage,weak_workflow_visibility_and_control,REC-D03-06-03,ACT-D03-06-03,Sales Leadership,Yes,Yes,Phase 2,High,"Look for trusted KPI visibility over follow-up management, including metric definitions, review cadence, escalation, and closure of corrective actions.","pipeline stages, deal review template, and next-step discipline rules","If weak, leaders cannot see performance issues in follow-up management early enough to protect qualified lead-to-win conversion leakage.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed,Follow-Up Management,"buyers receive timely next steps, updates, and agreed actions throughout the cycle",Sales Execution,Introduce KPI control for Follow-Up Management,"Establish a management-control layer for follow-up management with clear KPI definitions, trusted data, thresholds, exception ownership, and structured review so issues can be identified early and corrected before they materially affect qualified lead-to-win conversion leakage.",Earlier visibility into issues within follow-up management and faster corrective action through KPI-based management.,Build KPI and exception control for Follow-Up Management,"Define the small set of KPIs, service thresholds, and exception categories required to manage follow-up management well. Establish KPI definitions, data ownership, review cadence, escalation rules, and corrective-action tracking so management can act quickly when performance slips or risk accumulates.","A KPI control pack for follow-up management covering stage conversion, sales cycle length, and forecast accuracy, thresholds, owners, and escalation rules.",Management can review trusted KPIs for follow-up management regularly and close corrective actions against exceptions.,"2-6 weeks to define KPIs, build visibility, and embed review cadence",TRN-D03-06-03,AI/Automation,"Control, alerting, and intelligence for Follow-Up Management","Use dashboards, alerts, and selective intelligence to improve control over follow-up management. Typical opportunities include stage aging alerts and task nudges, with higher-value intelligence layers such as deal risk scoring and forecast commentary once underlying data is reliable."
Q-D03-07-01,D03,WF-D03-07,ST-D03-07-01,"Is deal review cadence designed as a clear end-to-end operating process—with documented scope, trigger points, required inputs, decision rights, systems, and ownership—so that risky deals are reviewed early with decisions, support, and escalation?",process,definition,"There is no single agreed operating design for deal review cadence. Key elements such as meeting purpose, inputs, outputs, participants, and escalation rules are unclear, poorly documented, or owned informally, and evidence such as management calendar, standard agenda, and action log is missing, outdated, or not used in practice.","A baseline design exists for deal review cadence, but it is not yet complete or consistently adopted. Some ownership, documentation, or handoff rules are defined, but teams still rely on local workarounds or individual interpretation in important areas.","Deal Review Cadence is defined as a controlled end-to-end process. Scope, triggers, entry and exit criteria, ownership, decision rights, system steps, and handoffs are documented, current, and used consistently by the teams involved.",Deal Desk Control,Negotiation Discipline,Pricing / Discount Leakage,unclear_workflow_definition,REC-D03-07-01,ACT-D03-07-01,Sales Leadership,No,No,Phase 2,High,"Look for documented standards, ownership, decision rights, entry/exit criteria, required systems, and handoff rules for deal review cadence.","management calendar, standard agenda, and action log","If weak, deal review cadence becomes dependent on tribal knowledge and makes it harder to scale with strong conversion discipline, margin protection, and sales cycle control.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed,Deal Review Cadence,"risky deals are reviewed early with decisions, support, and escalation",Sales Execution,Design and standardize Deal Review Cadence,"Redesign deal review cadence as a controlled operating process. Define the scope, trigger points, required inputs, roles, decision rights, system touchpoints, handoff rules, and evidence standards so that risky deals are reviewed early with decisions, support, and escalation rather than depending on informal practice.",A documented and owned standard for deal review cadence that teams can follow consistently.,Define the operating standard for Deal Review Cadence,"Map the current state of deal review cadence, identify where ownership or decision rights are unclear, and design the future-state standard. Document scope, triggers, required data, roles, system steps, approvals, handoffs, and evidence such as management calendar, standard agenda, and action log. Publish the standard, train the relevant teams, and assign a named owner for ongoing governance.","a management rhythm with clear meeting tiers, agendas, and action ownership",The team can point to a current standard for deal review cadence and apply it consistently without ambiguity.,"2-4 weeks to design and align, depending on complexity",TRN-D03-07-01,Process,Process blueprint for Deal Review Cadence,"Before automation is layered on, create a stable process blueprint for deal review cadence with clear ownership, inputs, outputs, control points, and evidence requirements. This becomes the reference model for training, governance, and future system design."
