question_id,domain_id,workflow_id,step_id,question_text,question_type,question_intent,score_1_guidance,score_3_guidance,score_5_guidance,primary_driver,secondary_driver,linked_metric,issue_type,recommendation_id,action_id,owner_role,automation_flag,ai_flag,roadmap_phase,priority_weight,audit_scoring_focus,evidence_examples,customer_impact_if_weak,severity_band_logic
Q-D01-04-02,D01,WF-D01-04,ST-D01-04-02,"Does pricing model design run consistently in practice, meeting expected turnaround, quality, and handoff standards so that pricing is applied consistently in live deals and billing without avoidable manual overrides without avoidable delay, rework, or dependence on individual heroics?",quality,execution,"Pricing Model Design is executed inconsistently and is regularly affected by uncontrolled discounting, inconsistent deal pricing, and downstream invoice disputes. Work is often delayed, reworked, or completed through manual chasing, with limited confidence in turnaround, quality, or downstream readiness.","Pricing Model Design usually happens, but performance is still uneven. The team can complete routine work, yet exceptions, delays, quality misses, or inconsistent adherence to standards still create friction often enough to affect business performance.","Pricing Model Design runs predictably and at the expected quality level. Turnaround, handoffs, and exception handling are controlled, and teams rarely need to rely on ad hoc workarounds to complete the workflow successfully.",Pricing Architecture,Margin Protection,Pricing / Discount Leakage,inconsistent_workflow_execution,REC-D01-04-02,ACT-D01-04-02,Executive Leadership,Yes,No,Phase 1,High,"Look for evidence of real operating discipline in pricing model design, including turnaround, quality, rework, SLA adherence, and exception handling.","price book, discount matrix, and approval matrix","If weak, day-to-day performance in pricing model design creates avoidable delay, rework, and customer or commercial friction.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D01-04-03,D01,WF-D01-04,ST-D01-04-03,"Is pricing model design controlled through defined KPIs, timely exception visibility, and management review so issues are identified early and corrected before they materially affect pricing / discount leakage?",control,visibility_control,"The business has weak visibility over pricing model design. KPIs such as average discount to list, gross margin, and price realization are absent, unreliable, or reviewed too late, so issues are usually discovered after they have already affected performance, customers, or revenue.","Basic reporting exists for pricing model design, but KPI definitions, data quality, review cadence, or action follow-through are not yet strong enough to provide full control. Some issues are surfaced in time, but others still remain hidden or unresolved for too long.","Pricing Model Design is actively controlled through trusted KPIs such as average discount to list, gross margin, and price realization, regular review, clear thresholds, and owned corrective actions. Exceptions are visible early and leaders can intervene before the issue becomes material.",Pricing Architecture,Margin Protection,Pricing / Discount Leakage,weak_workflow_visibility_and_control,REC-D01-04-03,ACT-D01-04-03,Executive Leadership,Yes,No,Phase 2,High,"Look for trusted KPI visibility over pricing model design, including metric definitions, review cadence, escalation, and closure of corrective actions.","price book, discount matrix, and approval matrix","If weak, leaders cannot see performance issues in pricing model design early enough to protect pricing / discount leakage.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D01-05-01,D01,WF-D01-05,ST-D01-05-01,"Is accountability and ownership designed as a clear end-to-end operating process—with documented scope, trigger points, required inputs, decision rights, systems, and ownership—so that teams know who decides, who executes, and who is accountable for operational outcomes?",process,definition,"There is no single agreed operating design for accountability and ownership. Key elements such as roles, decision rights, escalation paths, and accountability for outcomes are unclear, poorly documented, or owned informally, and evidence such as RACI, org accountability map, and escalation matrix is missing, outdated, or not used in practice.","A baseline design exists for accountability and ownership, but it is not yet complete or consistently adopted. Some ownership, documentation, or handoff rules are defined, but teams still rely on local workarounds or individual interpretation in important areas.","Accountability and Ownership is defined as a controlled end-to-end process. Scope, triggers, entry and exit criteria, ownership, decision rights, system steps, and handoffs are documented, current, and used consistently by the teams involved.",Decision Accountability,Cross-Functional Execution,Cross-Metric / Multiple,unclear_workflow_definition,REC-D01-05-01,ACT-D01-05-01,Executive Leadership,No,No,Phase 2,High,"Look for documented standards, ownership, decision rights, entry/exit criteria, required systems, and handoff rules for accountability and ownership.","RACI, org accountability map, and escalation matrix","If weak, accountability and ownership becomes dependent on tribal knowledge and makes it harder to scale with strong operating model clarity, strategic alignment, and management control.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D01-05-02,D01,WF-D01-05,ST-D01-05-02,"Does accountability and ownership run consistently in practice, meeting expected turnaround, quality, and handoff standards so that work is owned end-to-end and issues are escalated without confusion or duplication without avoidable delay, rework, or dependence on individual heroics?",quality,execution,"Accountability and Ownership is executed inconsistently and is regularly affected by tasks fall between teams, escalation is slow, and accountability is diffused. Work is often delayed, reworked, or completed through manual chasing, with limited confidence in turnaround, quality, or downstream readiness.","Accountability and Ownership usually happens, but performance is still uneven. The team can complete routine work, yet exceptions, delays, quality misses, or inconsistent adherence to standards still create friction often enough to affect business performance.","Accountability and Ownership runs predictably and at the expected quality level. Turnaround, handoffs, and exception handling are controlled, and teams rarely need to rely on ad hoc workarounds to complete the workflow successfully.",Decision Accountability,Cross-Functional Execution,Cross-Metric / Multiple,inconsistent_workflow_execution,REC-D01-05-02,ACT-D01-05-02,Executive Leadership,Yes,No,Phase 1,High,"Look for evidence of real operating discipline in accountability and ownership, including turnaround, quality, rework, SLA adherence, and exception handling.","RACI, org accountability map, and escalation matrix","If weak, day-to-day performance in accountability and ownership creates avoidable delay, rework, and customer or commercial friction.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D01-05-03,D01,WF-D01-05,ST-D01-05-03,"Is accountability and ownership controlled through defined KPIs, timely exception visibility, and management review so issues are identified early and corrected before they materially affect cross-metric / multiple?",control,visibility_control,"The business has weak visibility over accountability and ownership. KPIs such as open issue aging, decision turnaround, and cross-functional handoff delays are absent, unreliable, or reviewed too late, so issues are usually discovered after they have already affected performance, customers, or revenue.","Basic reporting exists for accountability and ownership, but KPI definitions, data quality, review cadence, or action follow-through are not yet strong enough to provide full control. Some issues are surfaced in time, but others still remain hidden or unresolved for too long.","Accountability and Ownership is actively controlled through trusted KPIs such as open issue aging, decision turnaround, and cross-functional handoff delays, regular review, clear thresholds, and owned corrective actions. Exceptions are visible early and leaders can intervene before the issue becomes material.",Decision Accountability,Cross-Functional Execution,Cross-Metric / Multiple,weak_workflow_visibility_and_control,REC-D01-05-03,ACT-D01-05-03,Executive Leadership,Yes,No,Phase 2,High,"Look for trusted KPI visibility over accountability and ownership, including metric definitions, review cadence, escalation, and closure of corrective actions.","RACI, org accountability map, and escalation matrix","If weak, leaders cannot see performance issues in accountability and ownership early enough to protect cross-metric / multiple.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D01-06-01,D01,WF-D01-06,ST-D01-06-01,"Is management cadence designed as a clear end-to-end operating process—with documented scope, trigger points, required inputs, decision rights, systems, and ownership—so that leaders review performance, risk, and execution at the right rhythm and close actions quickly?",process,definition,"There is no single agreed operating design for management cadence. Key elements such as meeting purpose, inputs, outputs, participants, and escalation rules are unclear, poorly documented, or owned informally, and evidence such as management calendar, standard agenda, and action log is missing, outdated, or not used in practice.","A baseline design exists for management cadence, but it is not yet complete or consistently adopted. Some ownership, documentation, or handoff rules are defined, but teams still rely on local workarounds or individual interpretation in important areas.","Management Cadence is defined as a controlled end-to-end process. Scope, triggers, entry and exit criteria, ownership, decision rights, system steps, and handoffs are documented, current, and used consistently by the teams involved.",Management Rhythm,Decision Velocity,Cross-Metric / Multiple,unclear_workflow_definition,REC-D01-06-01,ACT-D01-06-01,Executive Leadership,No,No,Phase 2,High,"Look for documented standards, ownership, decision rights, entry/exit criteria, required systems, and handoff rules for management cadence.","management calendar, standard agenda, and action log","If weak, management cadence becomes dependent on tribal knowledge and makes it harder to scale with strong operating model clarity, strategic alignment, and management control.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D01-06-02,D01,WF-D01-06,ST-D01-06-02,"Does management cadence run consistently in practice, meeting expected turnaround, quality, and handoff standards so that management reviews happen consistently, decisions are recorded, and actions are followed through without avoidable delay, rework, or dependence on individual heroics?",quality,execution,"Management Cadence is executed inconsistently and is regularly affected by reviews are irregular, too operational or too vague, and actions drift without closure. Work is often delayed, reworked, or completed through manual chasing, with limited confidence in turnaround, quality, or downstream readiness.","Management Cadence usually happens, but performance is still uneven. The team can complete routine work, yet exceptions, delays, quality misses, or inconsistent adherence to standards still create friction often enough to affect business performance.","Management Cadence runs predictably and at the expected quality level. Turnaround, handoffs, and exception handling are controlled, and teams rarely need to rely on ad hoc workarounds to complete the workflow successfully.",Management Rhythm,Decision Velocity,Cross-Metric / Multiple,inconsistent_workflow_execution,REC-D01-06-02,ACT-D01-06-02,Executive Leadership,Yes,No,Phase 1,High,"Look for evidence of real operating discipline in management cadence, including turnaround, quality, rework, SLA adherence, and exception handling.","management calendar, standard agenda, and action log","If weak, day-to-day performance in management cadence creates avoidable delay, rework, and customer or commercial friction.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D01-06-03,D01,WF-D01-06,ST-D01-06-03,"Is management cadence controlled through defined KPIs, timely exception visibility, and management review so issues are identified early and corrected before they materially affect cross-metric / multiple?",control,visibility_control,"The business has weak visibility over management cadence. KPIs such as meeting adherence, action closure rate, and decision turnaround time are absent, unreliable, or reviewed too late, so issues are usually discovered after they have already affected performance, customers, or revenue.","Basic reporting exists for management cadence, but KPI definitions, data quality, review cadence, or action follow-through are not yet strong enough to provide full control. Some issues are surfaced in time, but others still remain hidden or unresolved for too long.","Management Cadence is actively controlled through trusted KPIs such as meeting adherence, action closure rate, and decision turnaround time, regular review, clear thresholds, and owned corrective actions. Exceptions are visible early and leaders can intervene before the issue becomes material.",Management Rhythm,Decision Velocity,Cross-Metric / Multiple,weak_workflow_visibility_and_control,REC-D01-06-03,ACT-D01-06-03,Executive Leadership,Yes,No,Phase 2,High,"Look for trusted KPI visibility over management cadence, including metric definitions, review cadence, escalation, and closure of corrective actions.","management calendar, standard agenda, and action log","If weak, leaders cannot see performance issues in management cadence early enough to protect cross-metric / multiple.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D01-07-01,D01,WF-D01-07,ST-D01-07-01,"Is data and reporting setup designed as a clear end-to-end operating process—with documented scope, trigger points, required inputs, decision rights, systems, and ownership—so that management decisions are supported by trusted definitions, reliable reporting, and KPI ownership?",process,definition,"There is no single agreed operating design for data and reporting setup. Key elements such as KPI definitions, data ownership, source systems, and reporting cadence are unclear, poorly documented, or owned informally, and evidence such as data dictionary, report catalogue, and KPI owner list is missing, outdated, or not used in practice.","A baseline design exists for data and reporting setup, but it is not yet complete or consistently adopted. Some ownership, documentation, or handoff rules are defined, but teams still rely on local workarounds or individual interpretation in important areas.","Data and Reporting Setup is defined as a controlled end-to-end process. Scope, triggers, entry and exit criteria, ownership, decision rights, system steps, and handoffs are documented, current, and used consistently by the teams involved.",Reporting Visibility,Data Definition Quality,Cross-Metric / Multiple,unclear_workflow_definition,REC-D01-07-01,ACT-D01-07-01,Executive Leadership,No,No,Phase 2,High,"Look for documented standards, ownership, decision rights, entry/exit criteria, required systems, and handoff rules for data and reporting setup.","data dictionary, report catalogue, and KPI owner list","If weak, data and reporting setup becomes dependent on tribal knowledge and makes it harder to scale with strong operating model clarity, strategic alignment, and management control.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D01-07-02,D01,WF-D01-07,ST-D01-07-02,"Does data and reporting setup run consistently in practice, meeting expected turnaround, quality, and handoff standards so that data is entered on time, reconciled, and reports are produced without heavy manual repair without avoidable delay, rework, or dependence on individual heroics?",quality,execution,"Data and Reporting Setup is executed inconsistently and is regularly affected by manual report rebuilds, conflicting numbers, and delayed visibility into performance. Work is often delayed, reworked, or completed through manual chasing, with limited confidence in turnaround, quality, or downstream readiness.","Data and Reporting Setup usually happens, but performance is still uneven. The team can complete routine work, yet exceptions, delays, quality misses, or inconsistent adherence to standards still create friction often enough to affect business performance.","Data and Reporting Setup runs predictably and at the expected quality level. Turnaround, handoffs, and exception handling are controlled, and teams rarely need to rely on ad hoc workarounds to complete the workflow successfully.",Reporting Visibility,Data Definition Quality,Cross-Metric / Multiple,inconsistent_workflow_execution,REC-D01-07-02,ACT-D01-07-02,Executive Leadership,Yes,No,Phase 1,High,"Look for evidence of real operating discipline in data and reporting setup, including turnaround, quality, rework, SLA adherence, and exception handling.","data dictionary, report catalogue, and KPI owner list","If weak, day-to-day performance in data and reporting setup creates avoidable delay, rework, and customer or commercial friction.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D01-07-03,D01,WF-D01-07,ST-D01-07-03,"Is data and reporting setup controlled through defined KPIs, timely exception visibility, and management review so issues are identified early and corrected before they materially affect cross-metric / multiple?",control,visibility_control,"The business has weak visibility over data and reporting setup. KPIs such as report timeliness, data completeness, and reconciliation exceptions are absent, unreliable, or reviewed too late, so issues are usually discovered after they have already affected performance, customers, or revenue.","Basic reporting exists for data and reporting setup, but KPI definitions, data quality, review cadence, or action follow-through are not yet strong enough to provide full control. Some issues are surfaced in time, but others still remain hidden or unresolved for too long.","Data and Reporting Setup is actively controlled through trusted KPIs such as report timeliness, data completeness, and reconciliation exceptions, regular review, clear thresholds, and owned corrective actions. Exceptions are visible early and leaders can intervene before the issue becomes material.",Reporting Visibility,Data Definition Quality,Cross-Metric / Multiple,weak_workflow_visibility_and_control,REC-D01-07-03,ACT-D01-07-03,Executive Leadership,Yes,No,Phase 2,High,"Look for trusted KPI visibility over data and reporting setup, including metric definitions, review cadence, escalation, and closure of corrective actions.","data dictionary, report catalogue, and KPI owner list","If weak, leaders cannot see performance issues in data and reporting setup early enough to protect cross-metric / multiple.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
Q-D01-08-01,D01,WF-D01-08,ST-D01-08-01,"Is systems landscape designed as a clear end-to-end operating process—with documented scope, trigger points, required inputs, decision rights, systems, and ownership—so that core systems support the operating model with minimal duplicate entry, manual workarounds, or integration gaps?",process,definition,"There is no single agreed operating design for systems landscape. Key elements such as system roles, integration boundaries, master data ownership, and control points are unclear, poorly documented, or owned informally, and evidence such as application landscape, integration map, and system usage standards is missing, outdated, or not used in practice.","A baseline design exists for systems landscape, but it is not yet complete or consistently adopted. Some ownership, documentation, or handoff rules are defined, but teams still rely on local workarounds or individual interpretation in important areas.","Systems Landscape is defined as a controlled end-to-end process. Scope, triggers, entry and exit criteria, ownership, decision rights, system steps, and handoffs are documented, current, and used consistently by the teams involved.",System Fit,Process Integration,Cross-Metric / Multiple,unclear_workflow_definition,REC-D01-08-01,ACT-D01-08-01,Executive Leadership,No,No,Phase 2,High,"Look for documented standards, ownership, decision rights, entry/exit criteria, required systems, and handoff rules for systems landscape.","application landscape, integration map, and system usage standards","If weak, systems landscape becomes dependent on tribal knowledge and makes it harder to scale with strong operating model clarity, strategic alignment, and management control.",Scores 1-2 = Critical / Weak; Score 3 = Developing; Scores 4-5 = Strong / Managed
